day_of_week,period,carpark,hour,red,white
Monday,School,CP3,21,0,13
Monday,School,CP3,22,1,6
Monday,School,CP3,23,1,1
Tuesday,School,CP3,0,1,1
Tuesday,School,CP3,1,1,0
Tuesday,School,CP3,2,1,0
Tuesday,School,CP3,3,1,0
Tuesday,School,CP3,4,1,0
Tuesday,School,CP3,5,1,0
Tuesday,School,CP3,6,1,2
Tuesday,School,CP3,7,1,12
Tuesday,School,CP3,8,2,35
Tuesday,School,CP3,9,3,58
Tuesday,School,CP3,10,5,71
Tuesday,School,CP3,11,5,76
Tuesday,School,CP3,12,6,79
Tuesday,School,CP3,13,5,81
Tuesday,School,CP3,14,4,86
Tuesday,School,CP3,15,3,84
Tuesday,School,CP3,16,4,78
Tuesday,School,CP3,17,3,75
Tuesday,School,CP3,18,3,40
Tuesday,School,CP3,19,2,17
Tuesday,School,CP3,20,1,16
Tuesday,School,CP3,21,0,13
Tuesday,School,CP3,22,1,7
Tuesday,School,CP3,23,1,1
Wednesday,School,CP3,0,1,0
Wednesday,School,CP3,1,1,0
Wednesday,School,CP3,2,1,0
Wednesday,School,CP3,3,1,0
Wednesday,School,CP3,4,1,0
Wednesday,School,CP3,5,1,0
Wednesday,School,CP3,6,1,4
Wednesday,School,CP3,7,1,14
Wednesday,School,CP3,8,1,34
Wednesday,School,CP3,9,3,60
Wednesday,School,CP3,10,4,75
Wednesday,School,CP3,11,4,78
Wednesday,School,CP3,12,3,83
Wednesday,School,CP3,13,4,92
Wednesday,School,CP3,14,5,93
Wednesday,School,CP3,15,7,90
Wednesday,School,CP3,16,7,83
Wednesday,School,CP3,17,7,74
Wednesday,School,CP3,18,5,42
Wednesday,School,CP3,19,4,26
Wednesday,School,CP3,20,3,28
Wednesday,School,CP3,21,3,25
Wednesday,School,CP3,22,0,13
Wednesday,School,CP3,23,0,3
Thursday,School,CP3,3,0,1
Thursday,School,CP3,4,0,1
Thursday,School,CP3,5,0,1
Thursday,School,CP3,6,0,4
Thursday,School,CP3,7,0,13
Thursday,School,CP3,8,0,38
Thursday,School,CP3,9,4,65
Thursday,School,CP3,10,4,89
Thursday,School,CP3,11,5,91
Thursday,School,CP3,12,5,91
Thursday,School,CP3,13,6,95
Thursday,School,CP3,14,7,89
Thursday,School,CP3,15,5,90
Thursday,School,CP3,16,5,86
Thursday,School,CP3,17,3,81
Thursday,School,CP3,18,1,45
Thursday,School,CP3,19,1,23
Thursday,School,CP3,20,1,17
Thursday,School,CP3,21,1,12
Thursday,School,CP3,22,0,4
Thursday,School,CP3,23,0,1
Friday,School,CP3,6,0,1
Friday,School,CP3,7,0,11
Friday,School,CP3,8,0,26
Friday,School,CP3,9,2,39
Friday,School,CP3,10,4,47
Friday,School,CP3,11,5,49
Friday,School,CP3,12,4,56
Friday,School,CP3,13,3,58
Friday,School,CP3,14,3,61
Friday,School,CP3,15,5,59
Friday,School,CP3,16,5,56
Friday,School,CP3,17,4,51
Friday,School,CP3,18,2,35
Friday,School,CP3,19,1,23
Friday,School,CP3,20,0,16
Friday,School,CP3,21,0,12
Friday,School,CP3,22,0,9
Friday,School,CP3,23,0,2
Saturday,Holiday,CP3,0,0,1
Saturday,Holiday,CP3,1,0,1
Saturday,Holiday,CP3,2,0,1
Saturday,Holiday,CP3,3,0,1
Saturday,Holiday,CP3,4,0,1
Saturday,Holiday,CP3,5,0,1
Saturday,Holiday,CP3,6,0,2
Saturday,Holiday,CP3,7,0,2
Saturday,Holiday,CP3,8,0,5
Saturday,Holiday,CP3,9,1,6
Saturday,Holiday,CP3,10,1,13
Saturday,Holiday,CP3,11,2,14
Saturday,Holiday,CP3,12,3,16
Saturday,Holiday,CP3,13,3,13
Saturday,Holiday,CP3,14,3,10
Saturday,Holiday,CP3,15,2,13
Saturday,Holiday,CP3,16,2,11
Saturday,Holiday,CP3,17,2,9
Saturday,Holiday,CP3,18,2,13
Saturday,Holiday,CP3,19,2,29
Saturday,Holiday,CP3,20,2,30
Saturday,Holiday,CP3,21,2,28
Saturday,Holiday,CP3,22,1,2
Saturday,Holiday,CP3,23,1,1
Sunday,Holiday,CP3,0,1,1
Sunday,Holiday,CP3,1,1,1
Sunday,Holiday,CP3,2,1,1
Sunday,Holiday,CP3,3,1,1
Sunday,Holiday,CP3,4,1,1
Sunday,Holiday,CP3,5,1,1
Sunday,Holiday,CP3,6,1,1
Sunday,Holiday,CP3,7,1,1
Sunday,Holiday,CP3,8,1,4
Sunday,Holiday,CP3,9,2,5
Sunday,Holiday,CP3,10,3,7
Sunday,Holiday,CP3,11,2,12
Sunday,Holiday,CP3,12,2,6
Sunday,Holiday,CP3,13,2,8
Sunday,Holiday,CP3,14,2,11
Sunday,Holiday,CP3,15,1,12
Sunday,Holiday,CP3,16,1,12
Sunday,Holiday,CP3,17,1,11
Sunday,Holiday,CP3,18,1,20
Sunday,Holiday,CP3,19,1,49
Sunday,Holiday,CP3,20,1,48
Sunday,Holiday,CP3,21,1,47
Sunday,Holiday,CP3,22,1,6
Sunday,Holiday,CP3,23,1,1
Monday,Holiday,CP3,0,1,1
Monday,Holiday,CP3,1,1,1
Monday,Holiday,CP3,2,1,1
Monday,Holiday,CP3,3,1,1
Monday,Holiday,CP3,4,1,1
Monday,Holiday,CP3,5,1,1
Monday,Holiday,CP3,6,1,3
Monday,Holiday,CP3,7,1,8
Monday,Holiday,CP3,8,1,23
Monday,Holiday,CP3,9,2,35
Monday,Holiday,CP3,10,3,38
Monday,Holiday,CP3,11,3,40
Monday,Holiday,CP3,12,4,42
Monday,Holiday,CP3,13,4,42
Monday,Holiday,CP3,14,4,43
Monday,Holiday,CP3,15,5,47
Monday,Holiday,CP3,16,5,47
Monday,Holiday,CP3,17,4,42
Monday,Holiday,CP3,18,4,30
Monday,Holiday,CP3,19,2,10
Monday,Holiday,CP3,20,2,4
Monday,Holiday,CP3,21,2,2
Monday,Holiday,CP3,22,1,2
Monday,Holiday,CP3,23,1,1
Tuesday,Holiday,CP3,0,1,1
Tuesday,Holiday,CP3,1,1,1
Tuesday,Holiday,CP3,2,1,1
Tuesday,Holiday,CP3,3,1,2
Tuesday,Holiday,CP3,4,1,2
Tuesday,Holiday,CP3,5,1,2
Tuesday,Holiday,CP3,6,1,4
Tuesday,Holiday,CP3,7,1,9
Tuesday,Holiday,CP3,8,2,26
Tuesday,Holiday,CP3,9,3,47
Tuesday,Holiday,CP3,10,3,50
Tuesday,Holiday,CP3,11,4,52
Tuesday,Holiday,CP3,12,5,53
Tuesday,Holiday,CP3,13,5,51
Tuesday,Holiday,CP3,14,3,54
Tuesday,Holiday,CP3,15,3,55
Tuesday,Holiday,CP3,16,4,53
Tuesday,Holiday,CP3,17,4,49
Tuesday,Holiday,CP3,18,4,32
Tuesday,Holiday,CP3,19,3,15
Tuesday,Holiday,CP3,20,3,8
Tuesday,Holiday,CP3,21,2,6
Tuesday,Holiday,CP3,22,2,2
Tuesday,Holiday,CP3,23,2,1
Wednesday,Holiday,CP3,0,2,1
Wednesday,Holiday,CP3,1,2,1
Wednesday,Holiday,CP3,2,2,1
Wednesday,Holiday,CP3,3,2,1
Wednesday,Holiday,CP3,4,2,1
Wednesday,Holiday,CP3,5,2,2
Wednesday,Holiday,CP3,6,2,3
Wednesday,Holiday,CP3,7,2,18
Wednesday,Holiday,CP3,8,3,39
Wednesday,Holiday,CP3,9,4,47
Wednesday,Holiday,CP3,10,3,53
Wednesday,Holiday,CP3,11,4,55
Wednesday,Holiday,CP3,12,4,54
Wednesday,Holiday,CP3,13,6,54
Wednesday,Holiday,CP3,14,7,60
Wednesday,Holiday,CP3,15,6,61
Wednesday,Holiday,CP3,16,5,59
Wednesday,Holiday,CP3,17,5,56
Wednesday,Holiday,CP3,18,4,30
Wednesday,Holiday,CP3,19,4,15
Wednesday,Holiday,CP3,20,3,15
Wednesday,Holiday,CP3,21,2,11
Wednesday,Holiday,CP3,22,2,7
Wednesday,Holiday,CP3,23,2,3
Thursday,Holiday,CP3,0,2,2
Thursday,Holiday,CP3,1,2,2
Thursday,Holiday,CP3,2,2,2
Thursday,Holiday,CP3,3,2,0
Thursday,Holiday,CP3,4,2,0
Thursday,Holiday,CP3,5,2,0
Thursday,Holiday,CP3,6,2,1
Thursday,Holiday,CP3,7,1,9
Thursday,Holiday,CP3,8,2,28
Thursday,Holiday,CP3,9,2,45
Thursday,Holiday,CP3,10,2,57
Thursday,Holiday,CP3,11,4,56
Thursday,Holiday,CP3,12,5,54
Thursday,Holiday,CP3,13,2,55
Thursday,Holiday,CP3,14,3,55
Thursday,Holiday,CP3,15,5,56
Thursday,Holiday,CP3,16,5,56
Thursday,Holiday,CP3,17,4,53
Thursday,Holiday,CP3,18,3,29
Thursday,Holiday,CP3,19,1,17
Thursday,Holiday,CP3,20,1,17
Thursday,Holiday,CP3,21,1,17
Thursday,Holiday,CP3,22,1,6
Thursday,Holiday,CP3,23,1,1
Friday,Holiday,CP3,0,2,0
Friday,Holiday,CP3,1,2,0
Friday,Holiday,CP3,2,2,1
Friday,Holiday,CP3,3,2,1
Friday,Holiday,CP3,4,2,1
Friday,Holiday,CP3,5,2,1
Friday,Holiday,CP3,6,2,4
Friday,Holiday,CP3,7,2,9
Friday,Holiday,CP3,8,4,27
Friday,Holiday,CP3,9,4,33
Friday,Holiday,CP3,10,3,45
Friday,Holiday,CP3,11,3,47
Friday,Holiday,CP3,12,3,50
Friday,Holiday,CP3,13,3,50
Friday,Holiday,CP3,14,3,48
Friday,Holiday,CP3,15,4,49
Friday,Holiday,CP3,16,5,46
Friday,Holiday,CP3,17,5,41
Friday,Holiday,CP3,18,3,35
Friday,Holiday,CP3,19,2,68
Friday,Holiday,CP3,20,2,68
Friday,Holiday,CP3,21,2,64
Friday,Holiday,CP3,22,2,57
Friday,Holiday,CP3,23,1,6
Saturday,Holiday,CP3,0,2,0
Saturday,Holiday,CP3,1,2,0
Saturday,Holiday,CP3,2,2,0
Saturday,Holiday,CP3,3,2,0
Saturday,Holiday,CP3,4,2,0
Saturday,Holiday,CP3,5,2,0
Saturday,Holiday,CP3,6,2,0
Saturday,Holiday,CP3,7,2,0
Saturday,Holiday,CP3,8,2,5
Saturday,Holiday,CP3,9,2,6
Saturday,Holiday,CP3,10,2,11
Saturday,Holiday,CP3,11,3,11
Saturday,Holiday,CP3,12,3,11
Saturday,Holiday,CP3,13,3,11
Saturday,Holiday,CP3,14,4,12
Saturday,Holiday,CP3,15,4,11
Saturday,Holiday,CP3,16,4,12
Saturday,Holiday,CP3,17,3,12
Saturday,Holiday,CP3,18,1,27
Saturday,Holiday,CP3,19,1,30
Saturday,Holiday,CP3,20,1,30
Saturday,Holiday,CP3,21,1,13
Saturday,Holiday,CP3,22,2,3
Saturday,Holiday,CP3,23,2,2
Sunday,Holiday,CP3,0,2,2
Sunday,Holiday,CP3,1,3,2
Sunday,Holiday,CP3,2,3,2
Sunday,Holiday,CP3,3,3,1
Sunday,Holiday,CP3,4,3,1
Sunday,Holiday,CP3,5,3,2
Sunday,Holiday,CP3,6,3,2
Sunday,Holiday,CP3,7,2,3
Sunday,Holiday,CP3,8,2,3
Sunday,Holiday,CP3,9,2,9
Sunday,Holiday,CP3,10,2,25
Sunday,Holiday,CP3,11,3,43
Sunday,Holiday,CP3,12,2,32
Sunday,Holiday,CP3,13,2,58
Sunday,Holiday,CP3,14,2,117
Sunday,Holiday,CP3,15,2,117
Sunday,Holiday,CP3,16,3,117
Sunday,Holiday,CP3,17,3,115
Sunday,Holiday,CP3,18,3,9
Sunday,Holiday,CP3,19,1,4
Sunday,Holiday,CP3,20,2,4
Sunday,Holiday,CP3,21,1,4
Sunday,Holiday,CP3,22,0,1
Sunday,Holiday,CP3,23,0,1
Monday,School,CP3,0,0,1
Monday,School,CP3,1,0,1
Monday,School,CP3,2,0,1
Monday,School,CP3,3,0,1
Monday,School,CP3,4,0,1
Monday,School,CP3,5,0,1
Monday,School,CP3,6,0,3
Monday,School,CP3,7,0,12
Monday,School,CP3,8,1,30
Monday,School,CP3,9,3,56
Monday,School,CP3,10,5,57
Monday,School,CP3,11,4,64
Monday,School,CP3,12,5,64
Monday,School,CP3,13,6,61
Monday,School,CP3,14,7,70
Monday,School,CP3,15,14,74
Monday,School,CP3,16,14,75
Monday,School,CP3,17,14,69
Monday,School,CP3,18,5,36
Monday,School,CP3,19,1,16
Monday,School,CP3,20,1,17
Monday,School,CP3,21,1,12
Monday,School,CP3,22,1,9
Monday,School,CP3,23,0,1
Tuesday,School,CP3,0,0,1
Tuesday,School,CP3,1,0,1
Tuesday,School,CP3,2,0,1
Tuesday,School,CP3,3,0,1
Tuesday,School,CP3,4,0,1
Tuesday,School,CP3,5,0,1
Tuesday,School,CP3,6,0,3
Tuesday,School,CP3,7,0,15
Tuesday,School,CP3,8,0,37
Tuesday,School,CP3,9,2,64
Tuesday,School,CP3,10,4,72
Tuesday,School,CP3,11,5,76
Tuesday,School,CP3,12,6,77
Tuesday,School,CP3,13,4,77
Tuesday,School,CP3,14,5,81
Tuesday,School,CP3,15,5,83
Tuesday,School,CP3,16,5,75
Tuesday,School,CP3,17,5,67
Tuesday,School,CP3,18,4,37
Tuesday,School,CP3,19,3,19
Tuesday,School,CP3,20,3,14
Tuesday,School,CP3,21,2,10
Tuesday,School,CP3,22,2,5
Tuesday,School,CP3,23,2,4
Wednesday,School,CP3,0,2,4
Wednesday,School,CP3,1,2,4
Wednesday,School,CP3,2,2,4
Wednesday,School,CP3,3,2,4
Wednesday,School,CP3,4,2,3
Wednesday,School,CP3,5,2,4
Wednesday,School,CP3,6,2,6
Wednesday,School,CP3,7,2,19
Wednesday,School,CP3,8,2,70
Wednesday,School,CP3,9,3,76
Wednesday,School,CP3,10,4,79
Wednesday,School,CP3,11,6,79
Wednesday,School,CP3,12,6,49
Wednesday,School,CP3,13,6,60
Wednesday,School,CP3,14,7,63
Wednesday,School,CP3,15,8,61
Wednesday,School,CP3,16,8,62
Wednesday,School,CP3,17,6,52
Wednesday,School,CP3,18,5,31
Wednesday,School,CP3,19,4,25
Wednesday,School,CP3,20,3,20
Wednesday,School,CP3,21,2,14
Wednesday,School,CP3,22,1,8
Wednesday,School,CP3,23,1,3
Thursday,School,CP3,0,1,3
Thursday,School,CP3,1,1,2
Thursday,School,CP3,2,1,2
Thursday,School,CP3,3,1,2
Thursday,School,CP3,4,1,2
Thursday,School,CP3,5,1,2
Thursday,School,CP3,6,1,2
Thursday,School,CP3,7,1,14
Thursday,School,CP3,8,3,28
Thursday,School,CP3,9,4,60
Thursday,School,CP3,10,4,74
Thursday,School,CP3,11,5,75
Thursday,School,CP3,12,7,82
Thursday,School,CP3,13,7,83
Thursday,School,CP3,14,7,83
Thursday,School,CP3,15,8,81
Thursday,School,CP3,16,7,79
Thursday,School,CP3,17,5,69
Thursday,School,CP3,18,6,40
Thursday,School,CP3,19,9,44
Thursday,School,CP3,20,9,43
Thursday,School,CP3,21,5,39
Thursday,School,CP3,22,2,12
Thursday,School,CP3,23,2,2
Friday,School,CP3,0,2,1
Friday,School,CP3,1,2,1
Friday,School,CP3,2,2,1
Friday,School,CP3,3,2,1
Friday,School,CP3,4,2,1
Friday,School,CP3,5,2,1
Friday,School,CP3,6,2,3
Friday,School,CP3,7,1,13
Friday,School,CP3,8,1,38
Friday,School,CP3,9,3,65
Friday,School,CP3,10,3,78
Friday,School,CP3,11,3,79
Friday,School,CP3,12,3,76
Friday,School,CP3,13,8,81
Friday,School,CP3,14,9,89
Friday,School,CP3,15,9,90
Friday,School,CP3,16,4,82
Friday,School,CP3,17,4,74
Friday,School,CP3,18,3,55
Friday,School,CP3,19,2,38
Friday,School,CP3,20,1,33
Friday,School,CP3,21,1,26
Friday,School,CP3,22,1,22
Friday,School,CP3,23,1,3
Saturday,School,CP3,0,1,1
Saturday,School,CP3,1,1,1
Saturday,School,CP3,2,1,1
Saturday,School,CP3,3,1,1
Saturday,School,CP3,4,1,1
Saturday,School,CP3,5,1,1
Saturday,School,CP3,6,1,1
Saturday,School,CP3,7,1,5
Saturday,School,CP3,8,2,12
Saturday,School,CP3,9,2,25
Saturday,School,CP3,10,2,28
Saturday,School,CP3,11,2,38
Saturday,School,CP3,12,4,50
Saturday,School,CP3,13,4,76
Saturday,School,CP3,14,4,147
Saturday,School,CP3,15,3,152
Saturday,School,CP3,16,4,146
Saturday,School,CP3,17,5,96
Saturday,School,CP3,18,5,33
Saturday,School,CP3,19,1,13
Saturday,School,CP3,20,2,4
Saturday,School,CP3,21,1,3
Saturday,School,CP3,22,1,3
Saturday,School,CP3,23,1,1
Sunday,School,CP3,0,1,2
Sunday,School,CP3,1,1,2
Sunday,School,CP3,2,1,2
Sunday,School,CP3,3,1,1
Sunday,School,CP3,4,1,1
Sunday,School,CP3,5,1,1
Sunday,School,CP3,6,1,2
Sunday,School,CP3,7,1,27
Sunday,School,CP3,8,1,84
Sunday,School,CP3,9,1,105
Sunday,School,CP3,10,1,104
Sunday,School,CP3,11,1,103
Sunday,School,CP3,12,1,60
Sunday,School,CP3,13,1,24
Sunday,School,CP3,14,1,33
Sunday,School,CP3,15,1,32
Sunday,School,CP3,16,1,31
Sunday,School,CP3,17,1,27
Sunday,School,CP3,18,1,3
Sunday,School,CP3,19,1,3
Sunday,School,CP3,20,2,1
Sunday,School,CP3,21,2,1
Sunday,School,CP3,22,2,0
Sunday,School,CP3,23,2,0
Monday,School,CP3,0,2,0
Monday,School,CP3,1,2,0
Monday,School,CP3,2,2,0
Monday,School,CP3,3,2,0
Monday,School,CP3,4,2,0
Monday,School,CP3,5,2,0
Monday,School,CP3,6,2,1
Monday,School,CP3,7,2,11
Monday,School,CP3,8,2,29
Monday,School,CP3,9,3,49
Monday,School,CP3,10,4,57
Monday,School,CP3,11,4,61
Monday,School,CP3,12,4,63
Monday,School,CP3,13,6,90
Monday,School,CP3,14,6,98
Monday,School,CP3,15,6,101
Monday,School,CP3,16,5,94
Monday,School,CP3,17,5,69
Monday,School,CP3,18,5,46
Monday,School,CP3,19,1,41
Monday,School,CP3,20,0,39
Monday,School,CP3,21,1,32
Monday,School,CP3,22,1,19
Monday,School,CP3,23,1,3
Tuesday,School,CP3,0,1,1
Tuesday,School,CP3,1,1,1
Tuesday,School,CP3,2,1,1
Tuesday,School,CP3,3,1,1
Tuesday,School,CP3,4,1,1
Tuesday,School,CP3,5,1,1
Tuesday,School,CP3,6,1,2
Tuesday,School,CP3,7,1,10
Tuesday,School,CP3,8,2,34
Tuesday,School,CP3,9,1,55
Tuesday,School,CP3,10,2,63
Tuesday,School,CP3,11,3,66
Tuesday,School,CP3,12,3,69
Tuesday,School,CP3,13,3,78
Tuesday,School,CP3,14,3,86
Tuesday,School,CP3,15,2,88
Tuesday,School,CP3,16,2,84
Tuesday,School,CP3,17,3,78
Tuesday,School,CP3,18,3,58
Tuesday,School,CP3,19,1,31
Tuesday,School,CP3,20,0,26
Tuesday,School,CP3,21,0,21
Tuesday,School,CP3,22,0,3
Tuesday,School,CP3,23,0,1
Wednesday,School,CP3,0,0,1
Wednesday,School,CP3,1,0,1
Wednesday,School,CP3,2,0,1
Wednesday,School,CP3,3,0,1
Wednesday,School,CP3,4,0,1
Wednesday,School,CP3,5,0,1
Wednesday,School,CP3,6,0,2
Wednesday,School,CP3,7,0,8
Wednesday,School,CP3,8,2,26
Wednesday,School,CP3,9,4,50
Wednesday,School,CP3,10,4,56
Wednesday,School,CP3,11,3,65
Wednesday,School,CP3,12,2,73
Wednesday,School,CP3,13,5,77
Wednesday,School,CP3,14,5,76
Wednesday,School,CP3,15,4,76
Wednesday,School,CP3,16,4,71
Wednesday,School,CP3,17,4,60
Wednesday,School,CP3,18,4,33
Wednesday,School,CP3,19,4,27
Wednesday,School,CP3,20,4,25
Wednesday,School,CP3,21,2,17
Wednesday,School,CP3,22,1,5
Wednesday,School,CP3,23,1,1
Thursday,School,CP3,0,1,2
Thursday,School,CP3,1,2,2
Thursday,School,CP3,2,2,2
Thursday,School,CP3,3,2,1
Thursday,School,CP3,4,2,1
Thursday,School,CP3,5,2,1
Thursday,School,CP3,6,2,4
Thursday,School,CP3,7,2,11
Thursday,School,CP3,8,2,38
Thursday,School,CP3,9,3,63
Thursday,School,CP3,10,5,71
Thursday,School,CP3,11,6,75
Thursday,School,CP3,12,6,76
Thursday,School,CP3,13,6,81
Thursday,School,CP3,14,7,82
Thursday,School,CP3,15,7,82
Thursday,School,CP3,16,6,84
Thursday,School,CP3,17,6,71
Thursday,School,CP3,18,6,39
Thursday,School,CP3,19,3,19
Thursday,School,CP3,20,2,15
Thursday,School,CP3,21,2,11
Thursday,School,CP3,22,2,5
Thursday,School,CP3,23,1,2
Friday,School,CP3,0,1,2
Friday,School,CP3,1,1,1
Friday,School,CP3,2,1,1
Friday,School,CP3,3,1,1
Friday,School,CP3,4,1,1
Friday,School,CP3,5,1,1
Friday,School,CP3,6,1,4
Friday,School,CP3,7,0,12
Friday,School,CP3,8,1,30
Friday,School,CP3,9,3,56
Friday,School,CP3,10,6,69
Friday,School,CP3,11,8,70
Friday,School,CP3,12,6,68
Friday,School,CP3,13,6,74
Friday,School,CP3,14,6,75
Friday,School,CP3,15,4,74
Friday,School,CP3,16,5,72
Friday,School,CP3,17,5,66
Friday,School,CP3,18,4,47
Friday,School,CP3,19,1,24
Friday,School,CP3,20,0,19
Friday,School,CP3,21,0,16
Friday,School,CP3,22,0,7
Friday,School,CP3,23,0,3
Saturday,School,CP3,0,0,1
Saturday,School,CP3,8,0,4
Saturday,School,CP3,9,2,5
Saturday,School,CP3,10,1,10
Saturday,School,CP3,11,3,11
Saturday,School,CP3,12,3,11
Saturday,School,CP3,13,3,10
Saturday,School,CP3,14,4,12
Saturday,School,CP3,15,4,22
Saturday,School,CP3,16,4,22
Saturday,School,CP3,17,4,21
Saturday,School,CP3,18,3,57
Saturday,School,CP3,19,5,127
Saturday,School,CP3,20,5,126
Saturday,School,CP3,21,3,103
Saturday,School,CP3,22,1,69
Saturday,School,CP3,23,1,8
Sunday,School,CP3,0,1,4
Sunday,School,CP3,1,1,0
Sunday,School,CP3,2,1,0
Sunday,School,CP3,3,1,0
Sunday,School,CP3,4,1,0
Sunday,School,CP3,5,1,0
Sunday,School,CP3,6,1,0
Sunday,School,CP3,7,1,0
Sunday,School,CP3,8,2,7
Sunday,School,CP3,9,3,16
Sunday,School,CP3,10,3,19
Sunday,School,CP3,11,3,20
Sunday,School,CP3,12,3,20
Sunday,School,CP3,13,3,17
Sunday,School,CP3,14,2,19
Sunday,School,CP3,15,3,18
Sunday,School,CP3,16,3,14
Sunday,School,CP3,17,3,9
Sunday,School,CP3,18,1,14
Sunday,School,CP3,19,1,14
Sunday,School,CP3,20,1,9
Sunday,School,CP3,21,1,9
Sunday,School,CP3,22,1,9
Sunday,School,CP3,23,1,0
Monday,School,CP3,0,1,0
Monday,School,CP3,1,1,0
Monday,School,CP3,2,1,0
Monday,School,CP3,3,1,0
Monday,School,CP3,4,1,0
Monday,School,CP3,5,1,0
Monday,School,CP3,6,1,3
Monday,School,CP3,7,1,13
Monday,School,CP3,8,1,29
Monday,School,CP3,9,4,47
Monday,School,CP3,10,6,63
Monday,School,CP3,11,6,70
Monday,School,CP3,12,4,72
Monday,School,CP3,13,4,72
Monday,School,CP3,14,7,76
Monday,School,CP3,15,7,76
Monday,School,CP3,16,6,78
Monday,School,CP3,17,5,73
Monday,School,CP3,18,3,56
Monday,School,CP3,19,1,34
Monday,School,CP3,20,1,29
Monday,School,CP3,21,1,24
Monday,School,CP3,22,0,14
Monday,School,CP3,23,0,4
Tuesday,School,CP3,0,1,2
Tuesday,School,CP3,1,1,2
Tuesday,School,CP3,2,1,2
Tuesday,School,CP3,3,1,2
Tuesday,School,CP3,4,1,2
Tuesday,School,CP3,5,1,2
Tuesday,School,CP3,6,1,5
Tuesday,School,CP3,7,1,19
Tuesday,School,CP3,8,3,35
Tuesday,School,CP3,9,4,63
Tuesday,School,CP3,10,5,80
Tuesday,School,CP3,11,5,82
Tuesday,School,CP3,12,4,83
Tuesday,School,CP3,13,4,85
Tuesday,School,CP3,14,4,87
Tuesday,School,CP3,15,5,85
Tuesday,School,CP3,16,5,84
Tuesday,School,CP3,17,4,82
Tuesday,School,CP3,18,4,51
Tuesday,School,CP3,19,3,24
Tuesday,School,CP3,20,2,18
Tuesday,School,CP3,21,1,11
Tuesday,School,CP3,22,1,6
Tuesday,School,CP3,23,1,4
Wednesday,School,CP3,0,1,3
Wednesday,School,CP3,1,1,3
Wednesday,School,CP3,2,1,3
Wednesday,School,CP3,3,1,3
Wednesday,School,CP3,4,1,3
Wednesday,School,CP3,5,1,3
Wednesday,School,CP3,6,1,6
Wednesday,School,CP3,7,1,16
Wednesday,School,CP3,8,2,36
Wednesday,School,CP3,9,5,55
Wednesday,School,CP3,10,5,63
Wednesday,School,CP3,11,5,70
Wednesday,School,CP3,12,6,73
Wednesday,School,CP3,13,6,76
Wednesday,School,CP3,14,4,79
Wednesday,School,CP3,15,5,77
Wednesday,School,CP3,16,5,75
Wednesday,School,CP3,17,5,62
Wednesday,School,CP3,18,3,32
Wednesday,School,CP3,19,2,11
Wednesday,School,CP3,20,2,8
Wednesday,School,CP3,21,2,3
Wednesday,School,CP3,22,2,3
Wednesday,School,CP3,23,2,3
Thursday,School,CP3,0,1,2
Thursday,School,CP3,1,1,2
Thursday,School,CP3,2,1,2
Thursday,School,CP3,3,1,2
Thursday,School,CP3,4,1,2
Thursday,School,CP3,5,1,2
Thursday,School,CP3,6,1,4
Thursday,School,CP3,7,1,17
Thursday,School,CP3,8,1,42
Thursday,School,CP3,9,2,60
Thursday,School,CP3,10,3,69
Thursday,School,CP3,11,4,73
Thursday,School,CP3,12,4,78
Thursday,School,CP3,13,6,85
Thursday,School,CP3,14,7,89
Thursday,School,CP3,15,6,92
Thursday,School,CP3,16,6,92
Thursday,School,CP3,17,8,75
Thursday,School,CP3,18,8,40
Thursday,School,CP3,19,2,11
Thursday,School,CP3,20,2,10
Thursday,School,CP3,21,3,7
Thursday,School,CP3,22,3,6
Thursday,School,CP3,23,2,2
Friday,School,CP3,0,2,1
Friday,School,CP3,1,2,1
Friday,School,CP3,2,2,1
Friday,School,CP3,3,2,1
Friday,School,CP3,4,2,1
Friday,School,CP3,5,2,1
Friday,School,CP3,6,2,2
Friday,School,CP3,7,2,12
Friday,School,CP3,8,4,30
Friday,School,CP3,9,4,50
Friday,School,CP3,10,5,57
Friday,School,CP3,11,6,63
Friday,School,CP3,12,5,70
Friday,School,CP3,13,8,75
Friday,School,CP3,14,7,80
Friday,School,CP3,15,7,81
Friday,School,CP3,16,6,78
Friday,School,CP3,17,5,66
Friday,School,CP3,18,3,41
Friday,School,CP3,19,5,126
Friday,School,CP3,20,5,140
Friday,School,CP3,21,4,135
Friday,School,CP3,22,1,81
Friday,School,CP3,23,1,2
Saturday,School,CP3,0,1,0
Saturday,School,CP3,1,1,0
Saturday,School,CP3,2,1,0
Saturday,School,CP3,3,1,0
Saturday,School,CP3,4,1,0
Saturday,School,CP3,5,1,0
Saturday,School,CP3,6,1,0
Saturday,School,CP3,7,1,1
Saturday,School,CP3,8,1,5
Saturday,School,CP3,9,2,6
Saturday,School,CP3,10,3,12
Saturday,School,CP3,11,4,13
Saturday,School,CP3,12,4,15
Saturday,School,CP3,13,3,17
Saturday,School,CP3,14,4,18
Saturday,School,CP3,15,4,17
Saturday,School,CP3,16,4,12
Saturday,School,CP3,17,4,10
Saturday,School,CP3,18,2,16
Saturday,School,CP3,19,2,23
Saturday,School,CP3,20,1,21
Saturday,School,CP3,21,1,2
Saturday,School,CP3,22,1,0
Saturday,School,CP3,23,1,0
Sunday,School,CP3,0,1,0
Sunday,School,CP3,1,1,0
Sunday,School,CP3,2,1,0
